ID	Cluster	Class	Gene
473__vanY-D__NG_048523.1__5	168	GLYCOPEPTIDE	vanY-D
477__vanS__NG_048430.1__21	169	GLYCOPEPTIDE	vanS
477__vanS__NG_048443.1__22	169	GLYCOPEPTIDE	vanS
440__blaFOX__NG_049100.1__1	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049102.1__2	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049104.1__3	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049107.1__4	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049103.1__5	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049098.1__6	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049099.1__7	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049105.1__8	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049106.1__9	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049108.1__10	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_049101.1__11	170	BETA-LACTAM	blaFOX
440__blaFOX__NG_050814.1__12	170	BETA-LACTAM	blaFOX
113__oleI__NG_048022.1__1	171	MACROLIDE	oleI
477__vanS__NG_048431.1__10	172	GLYCOPEPTIDE	vanS
490__blaACT__NG_050711.1__6	173	BETA-LACTAM	blaACT
490__blaACT__NG_048621.1__23	173	BETA-LACTAM	blaACT
490__blaACT__NG_048597.1__45	173	BETA-LACTAM	blaACT
473__vanY-D__NG_048520.1__1	174	GLYCOPEPTIDE	vanY-D
473__vanY-D__NG_048521.1__2	174	GLYCOPEPTIDE	vanY-D
473__vanY-D__NG_048524.1__6	174	GLYCOPEPTIDE	vanY-D
487__vanE__NG_048366.1__1	175	GLYCOPEPTIDE	vanE
246__vanH-Ac1__NG_048373.1__1	176	GLYCOPEPTIDE	vanH-Ac
641__vanH-O__NG_048389.1__1	177	GLYCOPEPTIDE	vanH-O
499__blaMOX__NG_049322.1__11	178	BETA-LACTAM	blaMOX
54__cfr__NG_050395.1__1	179	MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN/PHENICOL	cfr
54__cfr__NG_047632.1__2	180	MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN/PHENICOL	cfr
54__cfr__NG_047631.1__3	180	MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN/PHENICOL	cfr
489__vanG__NG_048368.1__1	181	GLYCOPEPTIDE	vanG
489__vanG__NG_048369.1__2	181	GLYCOPEPTIDE	vanG
489__vanG__NG_048370.1__3	182	GLYCOPEPTIDE	vanG
495__vanL__NG_048395.1__1	183	GLYCOPEPTIDE	vanL
722__oleD__NG_048021.1__1	184	MACROLIDE	oleD
20__vanH-Ao2__NG_048375.1__1	185	GLYCOPEPTIDE	vanH-Ao
21__vanH-Ao1__NG_048374.1__1	185	GLYCOPEPTIDE	vanH-Ao
195__vanAo2__NG_048330.1__1	186	GLYCOPEPTIDE	vanA-Ao
197__tet35__NG_048130.1__1	187	TETRACYCLINE	tet35
342__vanA-Sc__NG_048329.1__1	188	GLYCOPEPTIDE	vanA-Sc
473__vanY-D__NG_048522.1__4	189	GLYCOPEPTIDE	vanY-D
491__vanI__NG_050587.1__1	190	GLYCOPEPTIDE	vanI
496__vanO__NG_048398.1__1	191	GLYCOPEPTIDE	vanO
219__bla__NG_047487.1__5	192	BETA-LACTAM	bla
491__vanI__NG_050603.1__3	193	GLYCOPEPTIDE	vanI
69__vanF__NG_048367.1__1	194	GLYCOPEPTIDE	vanF
286__vanA-Pt__NG_048327.1__1	195	GLYCOPEPTIDE	vanA
290__vanA-Pt2__NG_048328.1__1	195	GLYCOPEPTIDE	vanA
484__vanA__NG_048324.1__1	195	GLYCOPEPTIDE	vanA
484__vanA__NG_048323.1__2	195	GLYCOPEPTIDE	vanA
484__vanA__NG_048325.1__3	195	GLYCOPEPTIDE	vanA
485__vanC__NG_048343.1__10	196	GLYCOPEPTIDE	vanC
485__vanC__NG_048345.1__11	196	GLYCOPEPTIDE	vanC
485__vanC__NG_048354.1__12	196	GLYCOPEPTIDE	vanC
485__vanC__NG_048355.1__13	196	GLYCOPEPTIDE	vanC
485__vanC__NG_048356.1__14	196	GLYCOPEPTIDE	vanC
485__vanC__NG_048357.1__15	196	GLYCOPEPTIDE	vanC
488__vanD__NG_048358.1__1	197	GLYCOPEPTIDE	vanD
488__vanD__NG_048359.1__2	197	GLYCOPEPTIDE	vanD
488__vanD__NG_048360.1__3	197	GLYCOPEPTIDE	vanD
488__vanD__NG_048365.1__8	197	GLYCOPEPTIDE	vanD
488__vanD__NG_048361.1__4	198	GLYCOPEPTIDE	vanD
488__vanD__NG_048362.1__5	198	GLYCOPEPTIDE	vanD
488__vanD__NG_048363.1__7	198	GLYCOPEPTIDE	vanD
488__vanD__NG_048364.1__6	199	GLYCOPEPTIDE	vanD
494__vanM__NG_048396.1__1	200	GLYCOPEPTIDE	vanM
497__vanN__NG_048397.1__1	201	GLYCOPEPTIDE	vanN
486__vanB__NG_048338.1__1	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048337.1__2	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048340.1__3	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048336.1__4	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048339.1__5	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048331.1__6	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048332.1__7	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048341.1__8	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048333.1__9	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048334.1__10	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048335.1__11	202	GLYCOPEPTIDE	vanB
486__vanB__NG_048342.1__12	202	GLYCOPEPTIDE	vanB
671__blaCAR__NG_048712.1__1	203	BETA-LACTAM	blaCAR
491__vanI__NG_050602.1__2	204	GLYCOPEPTIDE	vanI
516__aph4-Ia__NG_047456.1__1	205	AMINOGLYCOSIDE	aph4-Ia
411__ermR__NG_051866.1__1	206	MACROLIDE	ermR
636__vanH-Sc__NG_048393.1__1	207	GLYCOPEPTIDE	vanH-Sc
174__erm30__NG_047772.1__1	208	MACROLIDE	erm30
230__aph7-Ia__NG_047472.1__1	209	AMINOGLYCOSIDE	aph7-Ia
70__aph9-Ia__NG_047473.1__1	210	AMINOGLYCOSIDE	aph9-Ia
451__blaADC__NG_048685.1__81	211	BETA-LACTAM	blaADC
70__aph9-Ia__NG_051696.1__2	212	AMINOGLYCOSIDE	aph9-Ia
71__aph9-Ib__NG_047474.1__1	213	AMINOGLYCOSIDE	aph9-Ib
119__fomB__NG_047880.1__1	214	FOSFOMYCIN	fomB
713__vanJ__NG_048394.1__1	215	GLYCOPEPTIDE	vanJ
167__vanTm__NG_048464.1__1	216	GLYCOPEPTIDE	vanTm-L
219__bla__NG_047485.1__7	217	BETA-LACTAM	bla
485__vanC__NG_048344.1__1	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048346.1__2	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048347.1__3	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048348.1__4	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048349.1__5	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048350.1__6	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048351.1__7	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048352.1__8	218	GLYCOPEPTIDE	vanC
485__vanC__NG_048353.1__9	218	GLYCOPEPTIDE	vanC
640__vanH-M__NG_048388.1__1	219	GLYCOPEPTIDE	vanH-M
721__blaSGM__NG_049987.1__4	220	BETA-LACTAM	blaSGM
721__blaSGM__NG_049988.1__5	221	BETA-LACTAM	blaSGM
721__blaSGM__NG_050614.1__6	221	BETA-LACTAM	blaSGM
517__blaL__NG_050939.1__1	222	BETA-LACTAM	blaL
517__blaL__NG_050597.1__2	222	BETA-LACTAM	blaL
517__blaL__NG_050596.1__3	222	BETA-LACTAM	blaL
275__blaDES__NG_049054.1__1	223	BETA-LACTAM	blaDES
152__00-4093__NG_047215.1__1	224	SULFONAMIDE	sul1-DUF3363_fusion
207__7205.00__NG_047211.1__1	224	SULFONAMIDE	sul1-DUF3363_fusion
643__vanH-B__NG_048376.1__1	225	GLYCOPEPTIDE	vanH-B
643__vanH-B__NG_048378.1__2	225	GLYCOPEPTIDE	vanH-B
643__vanH-B__NG_048377.1__3	225	GLYCOPEPTIDE	vanH-B
643__vanH-B__NG_048379.1__4	225	GLYCOPEPTIDE	vanH-B
645__vanH-D__NG_048380.1__1	226	GLYCOPEPTIDE	vanH-D
645__vanH-D__NG_048381.1__2	226	GLYCOPEPTIDE	vanH-D
645__vanH-D__NG_048382.1__3	226	GLYCOPEPTIDE	vanH-D
645__vanH-D__NG_048384.1__5	226	GLYCOPEPTIDE	vanH-D
645__vanH-D__NG_048383.1__4	227	GLYCOPEPTIDE	vanH-D
645__vanH-D__NG_048386.1__7	227	GLYCOPEPTIDE	vanH-D
645__vanH-D__NG_048385.1__6	228	GLYCOPEPTIDE	vanH-D
63__vanH-Pt__NG_048390.1__1	229	GLYCOPEPTIDE	vanH
139__vanH-Pt2__NG_048392.1__1	229	GLYCOPEPTIDE	vanH
642__vanH-A__NG_048371.1__1	229	GLYCOPEPTIDE	vanH
642__vanH-A__NG_048372.1__2	229	GLYCOPEPTIDE	vanH
247__erm31__NG_047773.1__1	230	MACROLIDE	erm31
492__vanH__NG_048391.1__1	231	GLYCOPEPTIDE	vanH
646__vanH-E__NG_048387.1__1	232	GLYCOPEPTIDE	vanH-E
66__cfxA__NG_047633.1__1	233	BETA-LACTAM	cfxA
66__cfxA__NG_047635.1__2	233	BETA-LACTAM	cfxA
66__cfxA__NG_047634.1__3	233	BETA-LACTAM	cfxA
66__cfxA__NG_047636.1__4	233	BETA-LACTAM	cfxA
66__cfxA__NG_047637.1__5	233	BETA-LACTAM	cfxA
66__cfxA__NG_047638.1__6	233	BETA-LACTAM	cfxA
501__cfxA5__NG_047643.1__1	233	BETA-LACTAM	cfxA
502__cfxA4__NG_047642.1__1	233	BETA-LACTAM	cfxA
503__cfxA3__NG_047641.1__1	233	BETA-LACTAM	cfxA
504__cfxA2__NG_047639.1__1	233	BETA-LACTAM	cfxA
504__cfxA2__NG_047640.1__2	233	BETA-LACTAM	cfxA
721__blaSGM__NG_049983.1__7	234	BETA-LACTAM	blaSGM
477__vanS__NG_048447.1__5	235	GLYCOPEPTIDE	vanS
477__vanS__NG_048448.1__6	235	GLYCOPEPTIDE	vanS
219__bla__NG_047486.1__4	236	BETA-LACTAM	bla
451__blaADC__NG_051448.1__43	237	BETA-LACTAM	blaADC
451__blaADC__NG_051447.1__84	237	BETA-LACTAM	blaADC
451__blaADC__NG_048640.1__67	238	BETA-LACTAM	blaADC
451__blaADC__NG_051449.1__82	239	BETA-LACTAM	blaADC
295__cepS__NG_047629.1__1	240	BETA-LACTAM	cepS
344__blaTRU__NG_047550.1__1	241	BETA-LACTAM	blaTRU
233__blaCMH__NG_048766.1__1	242	BETA-LACTAM	blaCMH
233__blaCMH__NG_050719.1__2	242	BETA-LACTAM	blaCMH
233__blaCMH__NG_048767.1__3	242	BETA-LACTAM	blaCMH
237__blaCMY__NG_048770.1__5	243	BETA-LACTAM	blaCMY
477__vanS__NG_048438.1__24	244	GLYCOPEPTIDE	vanS
490__blaACT__NG_050712.1__36	245	BETA-LACTAM	blaACT
490__blaACT__NG_050713.1__37	246	BETA-LACTAM	blaACT
219__bla__NG_047481.1__3	247	BETA-LACTAM	bla
500__blaBRO__NG_048711.1__1	248	BETA-LACTAM	blaBRO
539__blaBKC__NG_048710.1__1	249	BETA-LACTAM	blaBKC
173__penA__NG_048030.1__1	250	BETA-LACTAM	penA
161__tetX__NG_048306.1__3	251	TETRACYCLINE	tetX
715__ermW__NG_047846.1__1	252	MACROLIDE	ermW
721__blaSGM__NG_049985.1__2	253	BETA-LACTAM	blaSGM
721__blaSGM__NG_049984.1__3	253	BETA-LACTAM	blaSGM
62__blaAST__NG_048690.1__1	254	BETA-LACTAM	blaAST
365__blaTLA__NG_050312.1__2	255	BETA-LACTAM	blaTLA
456__blaPME__NG_049973.1__1	256	BETA-LACTAM	blaPME
721__blaSGM__NG_049986.1__1	257	BETA-LACTAM	blaSGM
302__estDL136__NG_050583.1__1	258	PHENICOL	estDL136
625__blaPER__NG_049966.1__1	259	BETA-LACTAM	blaPER
625__blaPER__NG_049967.1__2	259	BETA-LACTAM	blaPER
625__blaPER__NG_049968.1__3	259	BETA-LACTAM	blaPER
625__blaPER__NG_049962.1__5	259	BETA-LACTAM	blaPER
625__blaPER__NG_049963.1__6	259	BETA-LACTAM	blaPER
625__blaPER__NG_049964.1__7	259	BETA-LACTAM	blaPER
625__blaPER__NG_049960.1__8	259	BETA-LACTAM	blaPER
336__aph6-Ia__NG_047458.1__1	260	AMINOGLYCOSIDE	aph6-Ia
336__aph6-Ia__NG_047459.1__2	260	AMINOGLYCOSIDE	aph6-Ia
511__blaP__NG_051161.1__1	261	BETA-LACTAM	blaP
511__blaP__NG_051162.1__2	261	BETA-LACTAM	blaP
520__blaA__NG_047489.1__1	262	BETA-LACTAM	blaA
625__blaPER__NG_049961.1__9	263	BETA-LACTAM	blaPER
563__mphA__NG_047985.1__1	264	MACROLIDE	mphA
563__mphA__NG_047986.1__2	264	MACROLIDE	mphA
563__mphA__NG_047987.1__3	264	MACROLIDE	mphA
567__aph2-Ig__NG_047407.1__1	265	AMINOGLYCOSIDE	aph2-Ig
634__ermS__NG_047837.1__1	266	MACROLIDE	ermS
684__aph2-IIIa__NG_047399.1__1	267	AMINOGLYCOSIDE	aph2-IIIa
130__blaROB__NG_049977.1__1	268	BETA-LACTAM	blaROB
175__blaLRA__NG_047521.1__6	269	BETA-LACTAM	blaLRA
212__blaCSP__NG_048896.1__1	270	BETA-LACTAM	blaCSP
212__blaCSP__NG_050141.1__2	270	BETA-LACTAM	blaCSP
353__blaR39__NG_047541.1__1	271	BETA-LACTAM	blaR39
433__blaCTX-M__NG_048937.1__146	272	BETA-LACTAM	blaCTX-M
702__blaAER__NG_048688.1__1	273	BETA-LACTAM	blaAER
94__erm42__NG_047784.1__1	274	MACROLIDE	erm42
94__erm42__NG_047785.1__2	274	MACROLIDE	erm42
238__blaAIM__NG_048689.1__1	275	BETA-LACTAM	blaAIM
571__vanY-A__NG_048517.1__1	276	GLYCOPEPTIDE	vanY-A
571__vanY-A__NG_048516.1__2	276	GLYCOPEPTIDE	vanY-A
571__vanY-A__NG_048518.1__3	276	GLYCOPEPTIDE	vanY-A
453__blaSFC__NG_049980.1__1	277	BETA-LACTAM	blaSFC
88__ant6-Ia__NG_047394.1__1	278	AMINOGLYCOSIDE	ant6-Ia
88__ant6-Ia__NG_047393.1__2	278	AMINOGLYCOSIDE	ant6-Ia
88__ant6-Ia__NG_047395.1__3	278	AMINOGLYCOSIDE	ant6-Ia
175__blaLRA__NG_047519.1__4	279	BETA-LACTAM	blaLRA
175__blaLRA__NG_047520.1__5	280	BETA-LACTAM	blaLRA
438__mphB__NG_047988.1__1	281	MACROLIDE	mphB
708__blaRm3__NG_052128.1__1	282	BETA-LACTAM	blaRm3
175__blaLRA__NG_047522.1__7	283	BETA-LACTAM	blaLRA
204__blmB__NG_047560.1__1	284	BLEOMYCIN	blmB
365__blaTLA__NG_050311.1__1	285	BETA-LACTAM	blaTLA
724__blaBCL__NG_051318.1__1	286	BETA-LACTAM	blaBCL
175__blaLRA__NG_047525.1__3	287	BETA-LACTAM	blaLRA
301__cepA__NG_047625.1__1	288	BETA-LACTAM	cepA
301__cepA__NG_047626.1__2	288	BETA-LACTAM	cepA
301__cepA__NG_047627.1__3	288	BETA-LACTAM	cepA
301__cepA__NG_050385.1__4	288	BETA-LACTAM	cepA
301__cepA__NG_050386.1__5	288	BETA-LACTAM	cepA
301__cepA__NG_050387.1__6	288	BETA-LACTAM	cepA
335__aph6-Ib__NG_047460.1__1	289	AMINOGLYCOSIDE	aph6-Ib
561__hugA__NG_047910.1__1	290	BETA-LACTAM	hugA
561__hugA__NG_047908.1__2	290	BETA-LACTAM	hugA
561__hugA__NG_047909.1__3	290	BETA-LACTAM	hugA
18__aac3-VIa__NG_047262.1__1	291	AMINOGLYCOSIDE	aac3-VIa
18__aac3-VIa__NG_052583.1__2	291	AMINOGLYCOSIDE	aac3-VIa
211__blaLRG__NG_049283.1__1	292	BETA-LACTAM	blaLRG
259__vanY-Pt__NG_048531.1__1	293	GLYCOPEPTIDE	vanY-Pt
319__mphF__NG_047997.1__1	294	MACROLIDE	mphF
326__aph2-IIa__NG_047402.1__1	295	AMINOGLYCOSIDE	aph2-IIa
326__aph2-IIa__NG_047400.1__2	295	AMINOGLYCOSIDE	aph2-IIa
326__aph2-IIa__NG_047401.1__3	295	AMINOGLYCOSIDE	aph2-IIa
428__vgbA__NG_048562.1__1	296	STREPTOGRAMIN	vgbA
428__vgbA__NG_048563.1__2	296	STREPTOGRAMIN	vgbA
526__blaVEB__NG_050331.1__1	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050327.1__2	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050317.1__3	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050323.1__4	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050325.1__5	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050329.1__6	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050332.1__7	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050318.1__8	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050328.1__9	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050330.1__10	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050319.1__11	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050320.1__12	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050321.1__13	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050322.1__14	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050324.1__15	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050326.1__16	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_050333.1__17	297	BETA-LACTAM	blaVEB
526__blaVEB__NG_051319.1__18	297	BETA-LACTAM	blaVEB
672__ermH__NG_047830.1__1	298	MACROLIDE	ermH
714__mphC__NG_047989.1__1	299	MACROLIDE	mphC
714__mphC__NG_047991.1__2	299	MACROLIDE	mphC
714__mphC__NG_047992.1__3	299	MACROLIDE	mphC
714__mphC__NG_047994.1__4	299	MACROLIDE	mphC
714__mphC__NG_047993.1__5	299	MACROLIDE	mphC
714__mphC__NG_047990.1__6	299	MACROLIDE	mphC
23__blaRTG__NG_048714.1__1	300	BETA-LACTAM	blaRTG
23__blaRTG__NG_048717.1__2	300	BETA-LACTAM	blaRTG
23__blaRTG__NG_051466.1__3	300	BETA-LACTAM	blaRTG
23__blaRTG__NG_048750.1__4	300	BETA-LACTAM	blaRTG
23__blaRTG__NG_048753.1__5	300	BETA-LACTAM	blaRTG
23__blaRTG__NG_048718.1__6	300	BETA-LACTAM	blaRTG
199__blaSPR__NG_052102.1__1	301	BETA-LACTAM	blaSPR
461__blaFAR__NG_049089.1__1	302	BETA-LACTAM	blaFAR
568__aph2-If__NG_047406.1__1	303	AMINOGLYCOSIDE	aph2-If
568__aph2-If__NG_047405.1__2	303	AMINOGLYCOSIDE	aph2-If
259__vanY-Pt__NG_048530.1__2	304	GLYCOPEPTIDE	vanY-Pt
259__vanY-Pt__NG_048532.1__3	304	GLYCOPEPTIDE	vanY-Pt
293__cblA__NG_047624.1__1	305	BETA-LACTAM	cblA
74__myrA__NG_048010.1__1	306	MACROLIDE	myrA
176__penI__NG_048034.1__1	307	BETA-LACTAM	penI
219__bla__NG_047484.1__6	308	BETA-LACTAM	bla
288__vgbB__NG_048564.1__1	309	STREPTOGRAMIN	vgbB
291__blaFONA__NG_049982.1__1	310	BETA-LACTAM	blaFONA
291__blaFONA__NG_049092.1__2	310	BETA-LACTAM	blaFONA
291__blaFONA__NG_049093.1__3	310	BETA-LACTAM	blaFONA
291__blaFONA__NG_049094.1__4	310	BETA-LACTAM	blaFONA
291__blaFONA__NG_049095.1__5	310	BETA-LACTAM	blaFONA
291__blaFONA__NG_049096.1__6	310	BETA-LACTAM	blaFONA
291__blaFONA__NG_049097.1__7	310	BETA-LACTAM	blaFONA
631__blaRAHN__NG_049976.1__2	311	BETA-LACTAM	blaRAHN
678__blaPSV__NG_052626.1__1	312	BETA-LACTAM	blaPSV
175__blaLRA__NG_047524.1__2	313	BETA-LACTAM	blaLRA
176__penI__NG_048033.1__3	314	BETA-LACTAM	penI
176__penI__NG_048032.1__4	315	BETA-LACTAM	penI
189__blaSME__NG_050134.1__1	316	BETA-LACTAM	blaSME
189__blaSME__NG_050135.1__2	316	BETA-LACTAM	blaSME
189__blaSME__NG_050136.1__3	316	BETA-LACTAM	blaSME
189__blaSME__NG_050137.1__4	316	BETA-LACTAM	blaSME
189__blaSME__NG_050138.1__5	316	BETA-LACTAM	blaSME
370__blaSED__NG_047543.1__1	317	BETA-LACTAM	blaSED
435__mphE__NG_047996.1__1	318	MACROLIDE	mphE
435__mphE__NG_047995.1__2	318	MACROLIDE	mphE
520__blaA__NG_047488.1__2	319	BETA-LACTAM	blaA
520__blaA__NG_047490.1__3	319	BETA-LACTAM	blaA
520__blaA__NG_052043.1__4	319	BETA-LACTAM	blaA
524__blaF__NG_047497.1__1	320	BETA-LACTAM	blaF
554__mphG__NG_047998.1__1	321	MACROLIDE	mphG
699__blaBJP__NG_048709.1__1	322	BETA-LACTAM	blaBJP
717__blaFRI__NG_049109.1__1	323	BETA-LACTAM	blaFRI
87__blaKPC__NG_049243.1__1	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049246.1__2	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049251.1__3	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049254.1__4	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_052581.1__5	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049244.1__6	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049245.1__7	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049247.1__8	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049248.1__9	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049249.1__10	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049250.1__11	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049253.1__12	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049255.1__13	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049256.1__14	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049257.1__15	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049258.1__16	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049260.1__17	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049261.1__18	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049262.1__19	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_051167.1__20	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_051469.1__21	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049252.1__22	324	BETA-LACTAM	blaKPC
87__blaKPC__NG_049259.1__23	324	BETA-LACTAM	blaKPC
112__vph__NG_048565.1__1	325	TUBERACTINOMYCIN	vph
112__vph__NG_048566.1__2	325	TUBERACTINOMYCIN	vph
175__blaLRA__NG_047523.1__1	326	BETA-LACTAM	blaLRA
219__bla__NG_047483.1__2	327	BETA-LACTAM	bla
307__sul1__NG_048102.1__1	328	SULFONAMIDE	sul1
307__sul1__NG_048103.1__2	328	SULFONAMIDE	sul1
307__sul1__NG_048089.1__3	328	SULFONAMIDE	sul1
307__sul1__NG_048086.1__4	328	SULFONAMIDE	sul1
307__sul1__NG_048101.1__7	328	SULFONAMIDE	sul1
307__sul1__NG_048081.1__8	328	SULFONAMIDE	sul1
307__sul1__NG_048093.1__9	328	SULFONAMIDE	sul1
307__sul1__NG_048091.1__10	328	SULFONAMIDE	sul1
307__sul1__NG_048092.1__11	328	SULFONAMIDE	sul1
307__sul1__NG_048096.1__12	328	SULFONAMIDE	sul1
307__sul1__NG_048099.1__13	328	SULFONAMIDE	sul1
307__sul1__NG_048100.1__14	328	SULFONAMIDE	sul1
307__sul1__NG_048088.1__15	328	SULFONAMIDE	sul1
307__sul1__NG_048082.1__16	328	SULFONAMIDE	sul1
307__sul1__NG_048094.1__17	328	SULFONAMIDE	sul1
307__sul1__NG_048098.1__18	328	SULFONAMIDE	sul1
307__sul1__NG_048105.1__19	328	SULFONAMIDE	sul1
307__sul1__NG_048097.1__20	328	SULFONAMIDE	sul1
307__sul1__NG_048085.1__21	328	SULFONAMIDE	sul1
307__sul1__NG_048090.1__22	328	SULFONAMIDE	sul1
307__sul1__NG_048095.1__23	328	SULFONAMIDE	sul1
307__sul1__NG_048084.1__24	328	SULFONAMIDE	sul1
512__blaS__NG_047542.1__1	329	BETA-LACTAM	blaS
570__vanY-F__NG_048526.1__1	330	GLYCOPEPTIDE	vanY-F
34__blaCGA__NG_048758.1__1	331	BETA-LACTAM	blaCGA
35__tlmB__NG_048320.1__1	332	BLEOMYCIN	tlmB
124__blaIMI__NG_049165.1__1	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049164.1__2	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049166.1__3	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049167.1__4	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049169.1__5	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049342.1__7	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_050720.1__8	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049171.1__9	333	BETA-LACTAM	blaIMI
124__blaIMI__NG_049168.1__10	333	BETA-LACTAM	blaIMI
200__blaBES__NG_048707.1__1	334	BETA-LACTAM	blaBES
409__blaOXA__NG_049453.1__415	335	BETA-LACTAM	blaOXA
409__blaOXA__NG_049454.1__416	335	BETA-LACTAM	blaOXA
176__penI__NG_048031.1__2	336	BETA-LACTAM	penI
327__ermN__NG_047832.1__1	337	MACROLIDE	ermN
348__blaOXY__NG_049864.1__1	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049841.1__4	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049842.1__5	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049843.1__6	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049844.1__7	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049845.1__8	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049860.1__21	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049861.1__22	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049862.1__23	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_049863.1__24	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_050613.1__25	338	BETA-LACTAM	blaOXY
348__blaOXY__NG_050563.1__28	338	BETA-LACTAM	blaOXY
433__blaCTX-M__NG_048979.1__4	339	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_048980.1__5	339	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_048962.1__7	339	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_048987.1__8	339	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_048897.1__10	339	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_048900.1__12	339	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_048902.1__14	339	BETA-LACTAM	blaCTX-M
